xmin,ymin,xmax,ymax,name,file,width,height,class
178,136,199,154,with_mask,maksssksksss260.png,400,300,0
219,140,239,158,with_mask,maksssksksss260.png,400,300,0
36,149,69,181,with_mask,maksssksksss261.png,316,400,0
207,64,239,99,with_mask,maksssksksss261.png,316,400,0
213,234,259,277,with_mask,maksssksksss261.png,316,400,0
125,156,159,194,without_mask,maksssksksss261.png,316,400,2
137,100,172,135,without_mask,maksssksksss261.png,316,400,2
136,25,166,46,without_mask,maksssksksss261.png,316,400,2
151,179,260,316,with_mask,maksssksksss262.png,301,400,0
164,124,216,185,with_mask,maksssksksss263.png,400,278,0
305,122,362,187,with_mask,maksssksksss263.png,400,278,0
21,54,90,119,with_mask,maksssksksss264.png,400,267,0
165,18,194,47,with_mask,maksssksksss264.png,400,267,0
145,89,195,139,with_mask,maksssksksss264.png,400,267,0
110,218,233,267,with_mask,maksssksksss264.png,400,267,0
275,88,320,136,with_mask,maksssksksss264.png,400,267,0
244,18,274,48,with_mask,maksssksksss264.png,400,267,0
338,12,374,48,with_mask,maksssksksss264.png,400,267,0
234,79,266,116,with_mask,maksssksksss265.png,400,267,0
338,66,368,99,with_mask,maksssksksss265.png,400,267,0
119,88,149,126,with_mask,maksssksksss265.png,400,267,0
146,98,166,122,with_mask,maksssksksss265.png,400,267,0
77,92,100,124,with_mask,maksssksksss265.png,400,267,0
2,108,31,141,with_mask,maksssksksss265.png,400,267,0
74,205,180,330,with_mask,maksssksksss266.png,301,400,0
161,23,185,45,with_mask,maksssksksss267.png,400,267,0
225,18,247,42,with_mask,maksssksksss267.png,400,267,0
272,114,295,138,with_mask,maksssksksss267.png,400,267,0
48,95,77,122,without_mask,maksssksksss268.png,225,400,2
10,71,33,92,with_mask,maksssksksss268.png,225,400,0
78,80,229,236,with_mask,maksssksksss269.png,400,295,0
69,86,103,119,with_mask,maksssksksss270.png,400,208,0
171,85,208,123,with_mask,maksssksksss270.png,400,208,0
250,33,287,70,with_mask,maksssksksss270.png,400,208,0
105,69,126,91,without_mask,maksssksksss270.png,400,208,2
89,177,212,333,with_mask,maksssksksss271.png,301,400,0
48,107,218,304,mask_weared_incorrect,maksssksksss272.png,275,400,1
81,143,187,277,with_mask,maksssksksss273.png,301,400,0
230,70,306,151,with_mask,maksssksksss274.png,400,265,0
56,241,145,334,with_mask,maksssksksss275.png,335,400,0
122,38,222,160,mask_weared_incorrect,maksssksksss276.png,323,400,1
29,47,50,61,with_mask,maksssksksss277.png,400,225,0
295,75,334,115,with_mask,maksssksksss278.png,400,300,0
198,91,223,116,with_mask,maksssksksss278.png,400,300,0
225,65,248,90,with_mask,maksssksksss278.png,400,300,0
119,85,149,115,with_mask,maksssksksss278.png,400,300,0
290,80,341,135,with_mask,maksssksksss279.png,400,266,0
105,23,170,96,with_mask,maksssksksss28.png,400,300,0
197,84,218,107,with_mask,maksssksksss280.png,400,267,0
98,204,195,329,with_mask,maksssksksss281.png,301,400,0
175,55,215,93,with_mask,maksssksksss282.png,400,267,0
8,169,73,251,with_mask,maksssksksss282.png,400,267,0
127,185,178,235,with_mask,maksssksksss282.png,400,267,0
265,185,290,226,with_mask,maksssksksss282.png,400,267,0
320,199,366,260,with_mask,maksssksksss282.png,400,267,0
329,169,350,193,mask_weared_incorrect,maksssksksss282.png,400,267,1
77,206,170,323,with_mask,maksssksksss283.png,301,400,0
131,22,153,46,with_mask,maksssksksss284.png,400,226,0
76,72,113,110,with_mask,maksssksksss286.png,400,300,0
236,94,274,134,with_mask,maksssksksss286.png,400,300,0
28,201,52,216,with_mask,maksssksksss288.png,400,225,0
143,93,175,126,with_mask,maksssksksss288.png,400,225,0
198,97,229,125,with_mask,maksssksksss288.png,400,225,0
89,193,149,258,without_mask,maksssksksss289.png,267,400,2
50,96,120,171,with_mask,maksssksksss29.png,400,295,0
223,81,285,159,mask_weared_incorrect,maksssksksss29.png,400,295,1
279,44,340,114,mask_weared_incorrect,maksssksksss29.png,400,295,1
314,63,338,92,with_mask,maksssksksss290.png,400,268,0
184,42,213,72,with_mask,maksssksksss290.png,400,268,0
275,65,296,91,with_mask,maksssksksss290.png,400,268,0
256,82,277,95,with_mask,maksssksksss290.png,400,268,0
89,87,118,116,with_mask,maksssksksss290.png,400,268,0
133,89,154,113,with_mask,maksssksksss290.png,400,268,0
136,259,200,359,with_mask,maksssksksss291.png,301,400,0
144,65,178,109,with_mask,maksssksksss292.png,400,300,0
267,66,318,117,with_mask,maksssksksss293.png,400,289,0
70,73,125,126,with_mask,maksssksksss293.png,400,289,0
131,81,151,102,with_mask,maksssksksss294.png,400,241,0
202,78,223,100,with_mask,maksssksksss294.png,400,241,0
293,72,315,95,with_mask,maksssksksss294.png,400,241,0
92,76,168,162,with_mask,maksssksksss295.png,267,400,0
42,88,68,112,without_mask,maksssksksss296.png,400,226,2
46,59,69,78,without_mask,maksssksksss296.png,400,226,2
77,56,97,72,with_mask,maksssksksss296.png,400,226,0
84,34,105,56,without_mask,maksssksksss296.png,400,226,2
42,125,62,158,with_mask,maksssksksss296.png,400,226,0
63,138,93,171,without_mask,maksssksksss296.png,400,226,2
91,162,121,197,without_mask,maksssksksss296.png,400,226,2
129,176,168,218,with_mask,maksssksksss296.png,400,226,0
136,102,162,131,with_mask,maksssksksss296.png,400,226,0
136,69,161,89,with_mask,maksssksksss296.png,400,226,0
236,35,261,60,without_mask,maksssksksss296.png,400,226,2
175,90,197,114,with_mask,maksssksksss296.png,400,226,0
170,130,196,153,with_mask,maksssksksss296.png,400,226,0
213,101,238,130,with_mask,maksssksksss296.png,400,226,0
229,186,265,223,with_mask,maksssksksss296.png,400,226,0
244,113,272,141,with_mask,maksssksksss296.png,400,226,0
271,161,292,195,with_mask,maksssksksss296.png,400,226,0
262,82,282,103,with_mask,maksssksksss296.png,400,226,0
292,107,315,132,with_mask,maksssksksss296.png,400,226,0
262,18,282,38,without_mask,maksssksksss296.png,400,226,2
322,106,350,124,with_mask,maksssksksss296.png,400,226,0
341,154,373,182,without_mask,maksssksksss296.png,400,226,2
50,125,82,156,with_mask,maksssksksss297.png,400,221,0
123,102,148,130,with_mask,maksssksksss297.png,400,221,0
157,57,179,82,with_mask,maksssksksss297.png,400,221,0
207,44,228,68,with_mask,maksssksksss297.png,400,221,0
216,81,241,108,with_mask,maksssksksss297.png,400,221,0
250,43,273,67,with_mask,maksssksksss297.png,400,221,0
124,114,209,212,with_mask,maksssksksss298.png,400,282,0
52,53,73,76,with_mask,maksssksksss3.png,400,271,0
72,53,92,75,with_mask,maksssksksss3.png,400,271,0
155,60,177,83,with_mask,maksssksksss3.png,400,271,0
189,59,210,80,with_mask,maksssksksss3.png,400,271,0
235,57,257,78,with_mask,maksssksksss3.png,400,271,0
289,60,309,83,with_mask,maksssksksss3.png,400,271,0
313,68,333,90,with_mask,maksssksksss3.png,400,271,0
56,41,94,81,with_mask,maksssksksss30.png,400,242,0
119,61,146,87,without_mask,maksssksksss30.png,400,242,2
166,59,196,83,with_mask,maksssksksss30.png,400,242,0
220,31,249,64,with_mask,maksssksksss30.png,400,242,0
262,66,290,95,with_mask,maksssksksss30.png,400,242,0
292,58,318,86,without_mask,maksssksksss30.png,400,242,2
334,131,365,161,with_mask,maksssksksss30.png,400,242,0
82,159,180,272,with_mask,maksssksksss300.png,301,400,0
146,43,174,72,with_mask,maksssksksss301.png,400,225,0
205,77,228,102,with_mask,maksssksksss301.png,400,225,0
325,34,348,58,with_mask,maksssksksss301.png,400,225,0
246,24,272,47,with_mask,maksssksksss301.png,400,225,0
279,22,303,51,with_mask,maksssksksss301.png,400,225,0
193,43,219,72,with_mask,maksssksksss301.png,400,225,0
11,21,31,36,with_mask,maksssksksss301.png,400,225,0
199,124,242,169,with_mask,maksssksksss302.png,400,226,0
149,28,190,84,with_mask,maksssksksss302.png,400,226,0
190,115,224,150,with_mask,maksssksksss304.png,400,282,0
143,181,254,321,with_mask,maksssksksss306.png,301,400,0
209,64,232,84,with_mask,maksssksksss308.png,400,200,0
238,53,261,77,with_mask,maksssksksss308.png,400,200,0
109,50,172,114,mask_weared_incorrect,maksssksksss309.png,267,400,1
209,90,278,165,with_mask,maksssksksss31.png,400,267,0
144,60,202,135,with_mask,maksssksksss31.png,400,267,0
21,32,44,59,with_mask,maksssksksss310.png,400,267,0
63,37,85,60,with_mask,maksssksksss310.png,400,267,0
228,28,248,50,with_mask,maksssksksss310.png,400,267,0
248,78,268,100,with_mask,maksssksksss310.png,400,267,0
176,38,222,92,with_mask,maksssksksss311.png,400,258,0
222,57,252,84,with_mask,maksssksksss311.png,400,258,0
300,32,326,57,with_mask,maksssksksss311.png,400,258,0
31,34,63,61,with_mask,maksssksksss311.png,400,258,0
77,47,107,68,with_mask,maksssksksss311.png,400,258,0
49,124,72,149,with_mask,maksssksksss312.png,300,400,0
157,169,182,194,with_mask,maksssksksss312.png,300,400,0
188,112,217,140,with_mask,maksssksksss312.png,300,400,0
143,39,309,257,with_mask,maksssksksss313.png,400,400,0
1,33,38,89,with_mask,maksssksksss314.png,400,267,0
59,38,93,83,with_mask,maksssksksss314.png,400,267,0
169,61,201,102,with_mask,maksssksksss314.png,400,267,0
348,57,380,95,with_mask,maksssksksss314.png,400,267,0
214,112,236,130,with_mask,maksssksksss314.png,400,267,0
251,137,272,156,with_mask,maksssksksss314.png,400,267,0
124,110,184,173,with_mask,maksssksksss315.png,400,267,0
272,117,320,163,with_mask,maksssksksss315.png,400,267,0
157,82,179,113,without_mask,maksssksksss316.png,400,315,2
91,38,133,78,with_mask,maksssksksss316.png,400,315,0
241,63,281,105,with_mask,maksssksksss316.png,400,315,0
312,67,332,110,with_mask,maksssksksss316.png,400,315,0
67,53,164,174,with_mask,maksssksksss317.png,400,240,0
283,25,326,69,without_mask,maksssksksss317.png,400,240,2
315,59,337,88,with_mask,maksssksksss318.png,400,226,0
212,52,240,80,with_mask,maksssksksss318.png,400,226,0
136,59,159,86,without_mask,maksssksksss318.png,400,226,2
177,46,200,70,with_mask,maksssksksss32.png,400,225,0
305,32,338,60,with_mask,maksssksksss32.png,400,225,0
335,10,357,36,with_mask,maksssksksss320.png,400,230,0
215,70,281,151,with_mask,maksssksksss321.png,400,208,0
322,257,368,346,with_mask,maksssksksss323.png,400,376,0
177,58,208,91,with_mask,maksssksksss325.png,400,267,0
359,66,383,99,with_mask,maksssksksss325.png,400,267,0
164,77,230,152,with_mask,maksssksksss326.png,382,400,0
192,116,276,183,with_mask,maksssksksss326.png,382,400,0
18,84,64,134,without_mask,maksssksksss327.png,400,279,2
18,200,69,246,without_mask,maksssksksss327.png,400,279,2
237,137,290,186,with_mask,maksssksksss327.png,400,279,0
278,17,322,66,without_mask,maksssksksss327.png,400,279,2
342,98,385,140,without_mask,maksssksksss327.png,400,279,2
44,25,95,81,with_mask,maksssksksss329.png,400,267,0
50,121,89,158,with_mask,maksssksksss329.png,400,267,0
41,210,88,260,with_mask,maksssksksss329.png,400,267,0
176,29,228,85,with_mask,maksssksksss329.png,400,267,0
175,123,225,169,with_mask,maksssksksss329.png,400,267,0
177,212,227,259,with_mask,maksssksksss329.png,400,267,0
312,28,360,81,with_mask,maksssksksss329.png,400,267,0
302,118,346,169,with_mask,maksssksksss329.png,400,267,0
288,182,368,264,with_mask,maksssksksss329.png,400,267,0
114,47,143,75,with_mask,maksssksksss33.png,250,400,0
24,79,56,107,with_mask,maksssksksss330.png,400,300,0
92,44,125,79,with_mask,maksssksksss330.png,400,300,0
166,65,203,100,with_mask,maksssksksss330.png,400,300,0
25,69,48,93,with_mask,maksssksksss331.png,400,267,0
128,61,149,84,with_mask,maksssksksss331.png,400,267,0
127,157,168,209,with_mask,maksssksksss331.png,400,267,0
147,110,181,145,with_mask,maksssksksss331.png,400,267,0
229,96,265,137,with_mask,maksssksksss331.png,400,267,0
298,108,321,133,with_mask,maksssksksss331.png,400,267,0
308,65,328,86,with_mask,maksssksksss331.png,400,267,0
334,119,381,163,with_mask,maksssksksss331.png,400,267,0
1,148,23,179,with_mask,maksssksksss331.png,400,267,0
62,213,166,319,with_mask,maksssksksss332.png,301,400,0
96,74,136,127,with_mask,maksssksksss334.png,400,312,0
193,100,234,146,with_mask,maksssksksss334.png,400,312,0
259,105,305,151,with_mask,maksssksksss334.png,400,312,0
123,67,143,83,with_mask,maksssksksss336.png,400,267,0
330,20,362,56,with_mask,maksssksksss336.png,400,267,0
115,32,145,70,with_mask,maksssksksss337.png,246,400,0
48,33,81,71,with_mask,maksssksksss338.png,400,250,0
158,86,182,108,with_mask,maksssksksss338.png,400,250,0
203,51,228,82,with_mask,maksssksksss338.png,400,250,0
298,34,325,64,with_mask,maksssksksss338.png,400,250,0
89,210,180,303,with_mask,maksssksksss339.png,400,400,0
59,1,105,55,with_mask,maksssksksss340.png,600,400,0
133,83,195,140,without_mask,maksssksksss340.png,600,400,2
243,85,308,147,with_mask,maksssksksss340.png,600,400,0
67,197,160,318,with_mask,maksssksksss341.png,301,400,0
28,53,54,81,without_mask,maksssksksss342.png,400,258,2
72,93,99,120,with_mask,maksssksksss342.png,400,258,0
106,116,145,158,with_mask,maksssksksss342.png,400,258,0
252,95,287,130,with_mask,maksssksksss342.png,400,258,0
297,62,320,85,with_mask,maksssksksss342.png,400,258,0
85,131,232,284,without_mask,maksssksksss343.png,301,400,2
236,25,261,50,with_mask,maksssksksss344.png,400,226,0
318,94,342,115,with_mask,maksssksksss344.png,400,226,0
186,110,218,142,with_mask,maksssksksss345.png,400,267,0
148,109,182,136,without_mask,maksssksksss345.png,400,267,2
54,18,141,108,with_mask,maksssksksss346.png,400,374,0
272,26,386,158,with_mask,maksssksksss346.png,400,374,0
100,254,149,325,with_mask,maksssksksss346.png,400,374,0
246,251,349,354,with_mask,maksssksksss346.png,400,374,0
8,147,57,198,without_mask,maksssksksss347.png,267,400,2
102,90,175,156,with_mask,maksssksksss347.png,267,400,0
156,54,254,163,with_mask,maksssksksss349.png,400,268,0
234,17,294,96,without_mask,maksssksksss349.png,400,268,2
132,44,208,123,with_mask,maksssksksss35.png,400,255,0
112,64,133,86,with_mask,maksssksksss350.png,400,267,0
271,32,298,58,with_mask,maksssksksss350.png,400,267,0
143,67,257,195,with_mask,maksssksksss351.png,400,238,0
144,68,190,110,with_mask,maksssksksss352.png,250,400,0
48,90,91,133,without_mask,maksssksksss352.png,250,400,2
227,70,265,111,with_mask,maksssksksss353.png,400,267,0
4,162,33,194,with_mask,maksssksksss354.png,400,300,0
94,135,136,185,with_mask,maksssksksss354.png,400,300,0
206,121,229,147,with_mask,maksssksksss354.png,400,300,0
103,231,181,338,with_mask,maksssksksss355.png,301,400,0
113,178,218,302,with_mask,maksssksksss356.png,301,400,0
219,35,263,85,with_mask,maksssksksss357.png,400,235,0
91,64,126,106,with_mask,maksssksksss358.png,400,300,0
179,65,221,109,with_mask,maksssksksss358.png,400,300,0
268,82,300,115,with_mask,maksssksksss358.png,400,300,0
300,86,341,125,with_mask,maksssksksss358.png,400,300,0
23,40,44,61,with_mask,maksssksksss359.png,400,226,0
130,47,152,71,with_mask,maksssksksss359.png,400,226,0
169,96,191,117,with_mask,maksssksksss359.png,400,226,0
274,62,296,84,with_mask,maksssksksss359.png,400,226,0
24,24,47,52,with_mask,maksssksksss36.png,400,225,0
145,39,170,67,with_mask,maksssksksss36.png,400,225,0
195,22,216,46,with_mask,maksssksksss36.png,400,225,0
354,25,379,50,with_mask,maksssksksss36.png,400,225,0
194,71,230,107,with_mask,maksssksksss361.png,400,250,0
329,25,352,52,without_mask,maksssksksss361.png,400,250,2
175,127,258,214,with_mask,maksssksksss362.png,400,275,0
327,24,361,64,with_mask,maksssksksss363.png,400,197,0
345,87,379,128,with_mask,maksssksksss363.png,400,197,0
83,56,117,95,with_mask,maksssksksss364.png,400,267,0
179,51,212,87,with_mask,maksssksksss364.png,400,267,0
263,62,295,101,with_mask,maksssksksss364.png,400,267,0
129,118,171,167,with_mask,maksssksksss365.png,400,240,0
208,123,243,155,with_mask,maksssksksss365.png,400,240,0
48,44,184,205,with_mask,maksssksksss366.png,512,306,0
379,61,480,205,with_mask,maksssksksss366.png,512,306,0
241,60,271,97,with_mask,maksssksksss367.png,400,267,0
354,36,375,64,with_mask,maksssksksss368.png,400,267,0
314,23,339,53,with_mask,maksssksksss368.png,400,267,0
253,35,278,61,with_mask,maksssksksss368.png,400,267,0
104,48,127,70,with_mask,maksssksksss368.png,400,267,0
41,69,64,93,with_mask,maksssksksss368.png,400,267,0
160,37,263,154,mask_weared_incorrect,maksssksksss371.png,400,225,1
95,33,116,59,with_mask,maksssksksss372.png,400,209,0
165,19,186,43,with_mask,maksssksksss372.png,400,209,0
20,54,65,105,with_mask,maksssksksss373.png,512,340,0
50,99,122,167,with_mask,maksssksksss373.png,512,340,0
188,107,225,141,with_mask,maksssksksss373.png,512,340,0
207,59,241,87,with_mask,maksssksksss373.png,512,340,0
220,81,250,118,with_mask,maksssksksss373.png,512,340,0
244,63,303,118,with_mask,maksssksksss373.png,512,340,0
330,73,365,107,with_mask,maksssksksss373.png,512,340,0
367,57,391,82,without_mask,maksssksksss373.png,512,340,2
398,74,434,114,with_mask,maksssksksss373.png,512,340,0
426,125,483,177,with_mask,maksssksksss373.png,512,340,0
183,21,215,51,with_mask,maksssksksss374.png,400,240,0
28,91,52,113,with_mask,maksssksksss374.png,400,240,0
191,143,225,182,with_mask,maksssksksss374.png,400,240,0
314,30,345,61,without_mask,maksssksksss374.png,400,240,2
92,64,123,89,with_mask,maksssksksss374.png,400,240,0
58,48,94,88,with_mask,maksssksksss376.png,400,221,0
350,79,377,102,with_mask,maksssksksss376.png,400,221,0
132,75,246,176,with_mask,maksssksksss377.png,400,300,0
112,90,158,132,with_mask,maksssksksss378.png,400,188,0
194,102,230,139,with_mask,maksssksksss38.png,400,285,0
252,116,284,149,without_mask,maksssksksss38.png,400,285,2
47,210,157,359,with_mask,maksssksksss380.png,301,400,0
97,64,120,89,with_mask,maksssksksss381.png,400,311,0
163,75,185,95,with_mask,maksssksksss381.png,400,311,0
207,70,229,96,with_mask,maksssksksss381.png,400,311,0
247,73,267,96,with_mask,maksssksksss381.png,400,311,0
195,96,215,114,with_mask,maksssksksss382.png,400,300,0
90,183,190,309,with_mask,maksssksksss383.png,301,400,0
125,76,157,113,with_mask,maksssksksss385.png,400,245,0
83,43,110,75,mask_weared_incorrect,maksssksksss386.png,400,268,1
139,65,167,94,with_mask,maksssksksss386.png,400,268,0
228,67,248,88,with_mask,maksssksksss386.png,400,268,0
209,73,247,113,with_mask,maksssksksss387.png,400,226,0
287,60,328,115,mask_weared_incorrect,maksssksksss387.png,400,226,1
122,102,146,124,with_mask,maksssksksss388.png,400,225,0
168,76,190,100,without_mask,maksssksksss388.png,400,225,2
188,96,219,131,with_mask,maksssksksss388.png,400,225,0
223,53,243,76,without_mask,maksssksksss388.png,400,225,2
288,86,308,113,with_mask,maksssksksss388.png,400,225,0
303,96,330,123,mask_weared_incorrect,maksssksksss388.png,400,225,1
371,77,396,100,without_mask,maksssksksss388.png,400,225,2
123,148,188,217,with_mask,maksssksksss389.png,400,300,0
1,231,57,295,with_mask,maksssksksss389.png,400,300,0
236,80,293,135,with_mask,maksssksksss389.png,400,300,0
157,107,223,184,with_mask,maksssksksss39.png,398,400,0
239,97,347,219,with_mask,maksssksksss39.png,398,400,0
51,131,81,159,with_mask,maksssksksss390.png,400,300,0
96,130,126,158,with_mask,maksssksksss390.png,400,300,0
197,126,219,150,with_mask,maksssksksss390.png,400,300,0
281,137,305,157,with_mask,maksssksksss390.png,400,300,0
93,34,119,61,with_mask,maksssksksss391.png,400,270,0
174,62,199,92,with_mask,maksssksksss391.png,400,270,0
234,91,262,118,with_mask,maksssksksss391.png,400,270,0
305,77,336,108,with_mask,maksssksksss391.png,400,270,0
44,88,161,206,with_mask,maksssksksss393.png,400,400,0
218,57,307,164,with_mask,maksssksksss395.png,400,267,0
24,118,55,151,with_mask,maksssksksss396.png,400,300,0
83,140,116,176,with_mask,maksssksksss396.png,400,300,0
167,97,210,142,with_mask,maksssksksss396.png,400,300,0
269,142,291,165,with_mask,maksssksksss396.png,400,300,0
310,86,366,135,without_mask,maksssksksss396.png,400,300,2
40,43,82,91,with_mask,maksssksksss397.png,400,225,0
181,58,252,128,with_mask,maksssksksss397.png,400,225,0
303,49,358,107,with_mask,maksssksksss397.png,400,225,0
153,122,251,223,with_mask,maksssksksss398.png,400,336,0
305,93,334,135,with_mask,maksssksksss399.png,400,267,0
324,84,351,111,with_mask,maksssksksss399.png,400,267,0
191,98,228,134,with_mask,maksssksksss399.png,400,267,0
51,54,81,90,with_mask,maksssksksss399.png,400,267,0
236,54,275,87,with_mask,maksssksksss399.png,400,267,0
267,56,298,91,without_mask,maksssksksss399.png,400,267,2
70,185,176,321,with_mask,maksssksksss4.png,301,400,0
65,87,106,134,with_mask,maksssksksss40.png,400,267,0
87,117,136,171,with_mask,maksssksksss400.png,400,225,0
165,95,214,148,with_mask,maksssksksss400.png,400,225,0
101,49,134,91,without_mask,maksssksksss401.png,400,280,2
133,75,166,111,without_mask,maksssksksss401.png,400,280,2
228,102,263,148,with_mask,maksssksksss401.png,400,280,0
346,62,367,101,with_mask,maksssksksss401.png,400,280,0
90,256,165,349,without_mask,maksssksksss402.png,301,400,2
101,264,182,370,with_mask,maksssksksss405.png,301,400,0
171,69,239,144,mask_weared_incorrect,maksssksksss406.png,400,210,1
102,204,202,331,with_mask,maksssksksss407.png,301,400,0
1,66,26,94,with_mask,maksssksksss408.png,400,225,0
154,34,182,52,with_mask,maksssksksss408.png,400,225,0
151,64,180,89,with_mask,maksssksksss408.png,400,225,0
195,64,228,92,with_mask,maksssksksss408.png,400,225,0
309,77,344,112,with_mask,maksssksksss408.png,400,225,0
29,184,63,216,with_mask,maksssksksss41.png,400,281,0
50,165,74,194,with_mask,maksssksksss41.png,400,281,0
107,175,139,208,with_mask,maksssksksss41.png,400,281,0
181,151,201,172,with_mask,maksssksksss41.png,400,281,0
202,188,236,225,with_mask,maksssksksss41.png,400,281,0
283,203,315,235,with_mask,maksssksksss41.png,400,281,0
337,186,361,210,with_mask,maksssksksss41.png,400,281,0
34,153,62,176,with_mask,maksssksksss410.png,400,267,0
88,138,111,163,with_mask,maksssksksss410.png,400,267,0
139,207,168,234,with_mask,maksssksksss410.png,400,267,0
176,115,202,139,with_mask,maksssksksss410.png,400,267,0
291,110,324,139,with_mask,maksssksksss410.png,400,267,0
21,98,43,120,with_mask,maksssksksss411.png,400,267,0
84,81,111,114,without_mask,maksssksksss411.png,400,267,2
142,101,174,141,with_mask,maksssksksss411.png,400,267,0
191,91,217,117,with_mask,maksssksksss411.png,400,267,0
226,63,260,100,with_mask,maksssksksss411.png,400,267,0
321,60,353,95,with_mask,maksssksksss411.png,400,267,0
370,94,396,122,with_mask,maksssksksss411.png,400,267,0
190,100,267,186,with_mask,maksssksksss412.png,400,400,0
317,198,391,274,with_mask,maksssksksss412.png,400,400,0
71,53,104,88,with_mask,maksssksksss413.png,400,210,0
174,32,204,70,with_mask,maksssksksss413.png,400,210,0
291,80,340,134,with_mask,maksssksksss413.png,400,210,0
119,81,147,117,with_mask,maksssksksss414.png,400,225,0
103,42,123,60,with_mask,maksssksksss414.png,400,225,0
203,23,226,48,with_mask,maksssksksss414.png,400,225,0
314,15,342,46,with_mask,maksssksksss414.png,400,225,0
86,127,179,234,with_mask,maksssksksss415.png,301,400,0
173,82,196,102,with_mask,maksssksksss416.png,400,226,0
115,200,217,338,with_mask,maksssksksss417.png,301,400,0
128,46,151,77,with_mask,maksssksksss419.png,267,400,0
36,73,95,141,with_mask,maksssksksss42.png,400,353,0
175,67,228,133,with_mask,maksssksksss42.png,400,353,0
304,67,363,135,with_mask,maksssksksss42.png,400,353,0
33,244,95,312,with_mask,maksssksksss42.png,400,353,0
170,248,231,321,with_mask,maksssksksss42.png,400,353,0
306,248,366,313,with_mask,maksssksksss42.png,400,353,0
65,78,97,114,with_mask,maksssksksss421.png,400,267,0
182,41,221,83,with_mask,maksssksksss421.png,400,267,0
212,79,233,100,with_mask,maksssksksss421.png,400,267,0
302,53,341,94,with_mask,maksssksksss421.png,400,267,0
45,47,114,130,with_mask,maksssksksss422.png,400,400,0
224,247,350,372,with_mask,maksssksksss422.png,400,400,0
42,11,66,40,with_mask,maksssksksss423.png,400,226,0
203,122,349,266,with_mask,maksssksksss425.png,400,400,0
120,61,182,129,with_mask,maksssksksss427.png,400,210,0
216,64,238,86,with_mask,maksssksksss427.png,400,210,0
299,1,395,88,with_mask,maksssksksss427.png,400,210,0
34,153,63,175,with_mask,maksssksksss428.png,400,267,0
87,140,111,161,with_mask,maksssksksss428.png,400,267,0
138,207,168,234,with_mask,maksssksksss428.png,400,267,0
177,115,203,138,with_mask,maksssksksss428.png,400,267,0
292,110,324,138,with_mask,maksssksksss428.png,400,267,0
28,57,50,80,with_mask,maksssksksss429.png,400,267,0
102,112,124,133,with_mask,maksssksksss429.png,400,267,0
163,118,184,142,with_mask,maksssksksss429.png,400,267,0
116,46,172,108,with_mask,maksssksksss43.png,266,400,0
7,121,31,147,with_mask,maksssksksss43.png,266,400,0
112,87,176,144,with_mask,maksssksksss430.png,400,300,0
220,73,294,133,with_mask,maksssksksss430.png,400,300,0
20,71,76,129,mask_weared_incorrect,maksssksksss431.png,400,226,1
150,114,197,171,with_mask,maksssksksss431.png,400,226,0
201,149,230,192,with_mask,maksssksksss431.png,400,226,0
241,153,291,205,with_mask,maksssksksss431.png,400,226,0
309,140,345,185,with_mask,maksssksksss431.png,400,226,0
250,67,275,99,with_mask,maksssksksss431.png,400,226,0
276,60,302,87,with_mask,maksssksksss431.png,400,226,0
214,35,234,57,with_mask,maksssksksss431.png,400,226,0
178,65,204,87,with_mask,maksssksksss431.png,400,226,0
181,75,247,148,with_mask,maksssksksss432.png,400,243,0
132,191,222,323,with_mask,maksssksksss433.png,301,400,0
138,155,325,339,with_mask,maksssksksss434.png,400,400,0
85,164,106,182,with_mask,maksssksksss435.png,400,282,0
164,51,193,86,with_mask,maksssksksss435.png,400,282,0
229,25,267,72,with_mask,maksssksksss435.png,400,282,0
263,57,291,87,with_mask,maksssksksss435.png,400,282,0
79,174,126,226,with_mask,maksssksksss436.png,300,400,0
206,120,259,178,with_mask,maksssksksss436.png,300,400,0
82,43,113,89,with_mask,maksssksksss437.png,400,267,0
205,109,232,139,with_mask,maksssksksss437.png,400,267,0
276,102,302,131,with_mask,maksssksksss437.png,400,267,0
192,120,224,155,with_mask,maksssksksss439.png,400,267,0
287,110,319,157,with_mask,maksssksksss439.png,400,267,0
43,139,80,182,with_mask,maksssksksss44.png,400,226,0
140,93,188,148,with_mask,maksssksksss44.png,400,226,0
261,47,321,120,with_mask,maksssksksss44.png,400,226,0
81,25,102,47,with_mask,maksssksksss440.png,400,225,0
184,49,216,77,with_mask,maksssksksss440.png,400,225,0
303,29,323,52,with_mask,maksssksksss440.png,400,225,0
102,120,159,183,with_mask,maksssksksss441.png,400,266,0
206,117,267,185,with_mask,maksssksksss441.png,400,266,0
242,146,282,184,with_mask,maksssksksss444.png,400,259,0
301,132,332,164,with_mask,maksssksksss444.png,400,259,0
346,159,383,196,with_mask,maksssksksss444.png,400,259,0
52,78,86,111,with_mask,maksssksksss445.png,400,267,0
142,73,177,108,with_mask,maksssksksss445.png,400,267,0
180,56,210,90,with_mask,maksssksksss445.png,400,267,0
240,68,264,96,with_mask,maksssksksss445.png,400,267,0
282,39,321,84,with_mask,maksssksksss448.png,400,216,0
194,60,232,101,with_mask,maksssksksss448.png,400,216,0
99,50,150,99,with_mask,maksssksksss448.png,400,216,0
94,60,118,83,with_mask,maksssksksss449.png,400,381,0
124,72,147,93,with_mask,maksssksksss449.png,400,381,0
